Domain,Having_@_symbol,Having_IP,Path,Prefix_suffix_separation,Protocol,Redirection_//_symbol,Sub_domains,URL_Length,age_domain,dns_record,domain_registration_length,http_tokens,label,statistical_report,tiny_url,web_traffic,nb_dots,nb_qm,nb_and,nb_eq,ratio_digits_url,punycode,domain_in_brand,brand_in_path,suspecious_tld
miprofe.cl,0,0,/wp-admin/network/rdr/5/,0,http,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
vbly.us,0,0,/2qtk,0,http,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,1
sicoob-conta.com,0,0,/clientes/,1,http,0,0,0,0,0,1,0,1,1,0,1,2,0,0,0,0,0,1,0,0
seapost.com.ua,0,0,/img/Customerservicetill.htm,0,http,0,2,0,1,0,1,0,1,0,1,1,2,0,0,0,0,0,0,0,0
hjdjdk44d.net,0,0,/mainbuding/aol/,0,http,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0.25,0,0,0,0
anywayrocks.org,0,0,/cas.html,0,http,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
whautopilots.com,0,0,/wp-content/uploads/CBT/chase/chase/card.php,0,http,0,0,2,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0
er1cd13r.com,0,0,/css/update.html,0,http,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0.25,0,0,0,0
www.edleigh.co.za,0,0,/wp-admin/css/colors/coffee/cas.html,0,http,0,1,2,1,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0
www.zemo.org.ua,0,0,/wp-includes/js/images/start.php,0,http,0,1,2,1,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0
shib.ncsu.edu.nllt.cf,0,0,/idp/profile/SAML2/POST/SSO%3bjsessionid=node016xk3r5433jv81iwht2ysid47t867465.node0%3fexecution=e1s1/,0,http,0,1,1,1,0,1,0,1,0,0,1,4,0,0,0,0,0,0,0,1
logs.en-action.com,0,0,/accounts-login-confirmphp/,1,http,0,0,0,1,1,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0
aboutus.in,0,0,/admin/outlook/validate/WebAdmin/Outlook%20Web%20App.htm,0,http,0,0,2,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
m-amir.com,0,0,/egyteb/biz/,1,http,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
sjlearning.com.my,0,0,/assets/kcfinder/upload/no_user/files/xnowxoffnowxnowoffhd/Log/home/websc-login.php,0,http,0,2,1,1,1,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0
wbmexed.com.ng,0,0,/Exchange/,0,http,0,0,0,1,1,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0
phukien365.vn,0,0,/Postepay/,0,http,0,0,0,1,1,1,0,1,0,0,2,1,0,0,0,0.11,0,0,0,0
cart-si-titolari-20-17-efdgdf.dynamic-dns.net,0,0,/red1/,1,http,0,0,2,0,0,0,0,1,0,0,2,5,0,0,0,0.06,0,0,0,0
support109381.hol.es,0,0,/facebook-security,0,http,0,0,0,1,1,1,0,1,1,0,1,3,0,0,0,0.2,0,0,0,0
recovers-check-accounts.hol.es,0,0,/recovery/recovery-chekpoint-login.html,1,http,0,2,1,1,1,1,0,1,1,0,1,3,0,0,0,0,0,0,0,0
recover-fb-warning01.esy.es,0,0,/recovery-chekpoint-login.html,1,http,0,2,2,1,1,1,0,1,1,0,1,2,0,0,0,0.08,0,1,0,0
fb-recover-10.esy.es,0,0,/recovery-chekpoint-login.html,1,http,0,2,2,1,1,1,0,1,1,0,1,2,0,0,0,0.08,0,1,0,0
owahelpsno.16mb.com,0,0,/,0,http,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0.11,0,0,0,0
webmailhelpdeskstaff.000webhostapp.com,0,0,/,0,http,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0
purrfectphonesexjobs.com,0,0,/!!..HXLaZaGsnp..!!//index.php,0,http,1,1,2,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
eagleinfotech.edu.sg,0,0,/plugin/font-awesome/fonts/fontawesome-webfont.php,0,http,0,2,1,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0
www.clickimagem.pt,0,0,/modules/mod_banners/docume.php,0,http,0,2,2,1,1,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0
www.riclogauto.96.lt,0,0,/login.php,0,http,0,1,0,1,0,1,0,1,1,0,0,3,0,0,0,0.05,0,0,0,1
www.desertsportswear.com,0,0,/bankofamerica.com/,0,http,0,2,0,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0
dooglinn.beget.tech,0,0,/pp1/web17asp/,0,http,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
lpmnuansa.undip.ac.id,0,0,/pro/1/index.htm,0,http,0,1,0,2,0,2,0,1,0,0,0,4,0,0,0,0,0,0,0,0
lpmnuansa.undip.ac.id,0,0,/pro/2/index.htm,0,http,0,1,0,2,0,2,0,1,0,0,0,4,0,0,0,0,0,0,0,0
m.facebook.com------------------login-secured.liraon.com,0,0,/sign_in.htm,1,http,0,1,2,0,0,1,0,1,0,0,1,3,0,0,0,0,0,1,0,0
j-wearfetish.com,0,0,/atendimento/caixa.gov.br/pages/inter/index.php,1,http,0,1,2,2,0,2,0,1,0,0,2,1,0,0,0,0,0,0,0,0
fgtscontasinativas.16mb.com,0,0,/index.php,0,http,0,2,0,0,0,0,0,1,1,0,1,2,0,0,0,0.07,0,1,0,0
portalfgts.com,0,0,/caixa.gov.br/pages/inter/index.php,0,http,0,1,2,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0
103.236.137.117,0,1,/caixa.gov.br/pages/inter/,0,http,0,1,0,1,0,1,0,1,0,0,1,3,0,0,0,1,0,0,0,0
normansfinejewelry.com,0,0,/ASDE/QWAUTHW/asb.co.nz/index.htm,0,http,0,1,2,2,0,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0
inhomecareidaho.com,0,0,/wp-includes/news/dropbaka/07b4089c45eabdd3349d4d8ba473301a/pindex.php,0,http,0,0,1,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0
mainepta.org,0,0,/eme/gm/excel/excel/,0,http,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
caixa.suportedeconsultafgtsliberado.com,0,0,/consulta9104336/index.php,0,http,0,2,1,0,0,1,0,1,1,0,1,3,0,0,0,0,0,1,0,0
www.saiastrology.com,0,0,/sender/Leaves/filewords/index.php,0,http,0,2,2,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0
notify-action-acct.esy.es,0,0,/recovery-chekpoint-login.html,1,http,0,2,2,1,1,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0
fangtasiaphonesex.com,0,0,/Godsgrace/Dropfile/,0,http,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0
latitudeinfra.com,0,0,/admin/uploade/01myfs/dada9b67bf59f6aadf1357adbdfc409a/,0,http,0,0,1,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0
boxmail-fullupgrade.com,0,0,/secured/,1,https,0,0,0,2,0,2,0,1,1,0,1,2,0,0,0,0,0,0,0,0
www.michaelsmolski.com,0,0,/0w1/Owa/,0,http,0,0,0,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0
miprofe.cl,0,0,/wp-admin/network/rdr/4/,0,http,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
kesenianjawa.undip.ac.id,0,0,/wp-content/plugins/ADOBE_YEAR_2017/index.htm,0,http,0,1,1,2,0,2,0,1,0,0,0,4,0,0,0,0,0,0,0,0
u.nu,0,0,/zfy,0,https,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0
tinyurl.com,0,0,/lhzy2me,0,http,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
cover-acct789345.esy.es,0,0,/index.html,1,http,0,2,0,1,1,1,0,1,1,0,1,2,0,0,0,0.2,0,0,0,0
depatmens-recons001.esy.es,0,0,/recovery-chekpoint-login.html,1,http,0,2,2,1,1,1,0,1,1,0,1,2,0,0,0,0.15,0,0,0,0
carolyneslick.com,0,0,/sos/Chase_Online.html,0,http,0,0,0,1,1,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0
protecfb-error.esy.es,0,0,/recovery-chekpoint-login.html,1,http,0,2,2,1,1,1,0,1,1,0,1,2,0,0,0,0,0,1,0,0
cover-acct76483.esy.es,0,0,/index.html,1,http,0,2,0,1,1,1,0,1,1,0,1,2,0,0,0,0.2,0,0,0,0
attxn.net,0,0,/m/cprodx.att.net/commonLogin/igate_edam/controller.html,0,http,0,1,2,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
bit.ly,0,0,/2pKUTZ0,0,http,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
assasasauysuysauysaysayasa.blogspot.com,0,0,/,0,http,0,0,0,1,1,1,0,1,0,1,1,2,0,0,0,0,0,0,0,0
miprofe.cl,0,0,/wp-admin/network/rdr/16/,0,http,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
click.waw.pl,0,0,/mas678ben,0,http,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
sac-uol-conteudo.byethost15.com,0,0,/www.sac.uol.com.br/pagamento2/,1,http,0,1,2,0,0,1,0,1,0,0,2,3,0,0,0,0,0,1,0,0
sac-uol-conteudo.byethost15.com,0,0,/www.sac.uol.com.br/pagamento2/index4.html,1,http,0,1,1,0,0,1,0,1,0,0,2,3,0,0,0,0,0,1,0,0
shastivelcotton.com,0,0,/images/trash/Indexxatt/Indexxatt.htm,0,https,0,0,2,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0
ring-my-bell.com,0,0,/secure/nn/nn/,1,http,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0
cname.hub-web.com,0,0,/proccesing-fbaccountss/login.php,1,http,0,2,2,1,1,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0
h2hventures.co,0,0,/styles/,0,http,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
acessoseguroatodos.com,0,0,/melhorandoonline/Urgente/SantanderSelect/index1.php,0,http,0,0,1,0,0,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0
caixa.suportedeconsultafgtsliberado.com,0,0,/,0,http,0,0,0,0,0,1,0,1,1,0,1,3,0,0,0,0,0,1,0,0
ournepal.com,0,0,/images/band_of_kathmandu/scarred/fomula1/ssControlPanel.htm,0,http,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
harigoindia.com,0,0,/old-site/xx/ya/Yahoo.htm,0,http,0,0,0,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0
segurana.my-free.website,0,0,/,1,http,0,0,0,1,1,1,1,1,1,0,2,3,0,0,0,0,0,0,0,0
secure.saginawheadstart.org,0,0,/myaccount/,0,https,0,0,0,0,0,1,0,1,1,0,1,3,0,0,0,0,0,0,0,0
04daa73b.ngrok.io,0,0,/secured42/23e08230a93871fa650553ccdf54ecf7/signin/,0,http,0,1,1,1,0,1,0,1,0,0,1,2,0,0,0,0.3,0,0,0,0
kiwi-pools.com,0,0,/dir8/confirm_identity.php,1,http,0,0,1,0,0,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0
pages-5507.hol.es,0,0,/facebook-security,1,http,0,0,0,1,1,1,0,1,1,0,1,3,0,0,0,0.17,0,0,0,0
www.mir-holoda.by,0,0,/price.files/match.html,1,http,0,1,0,1,0,1,0,1,0,0,2,3,0,0,0,0,0,0,0,0
support-fb-page.hol.es,0,0,/logins.php,1,http,0,2,0,1,1,1,0,1,1,0,1,3,0,0,0,0,0,1,0,0
paranavida.com.br,0,0,/fontz/logss/filewords/,0,http,0,0,0,1,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0
phpmatrimonialscript.in,0,0,/wp-includes/SimplePie/css/BOA/qes.php,0,http,0,0,2,1,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0
rccgpavilion.org,0,0,/components/com_acymailing/controllers/js/fr/frebox158418/e1acec14bad70e2d1a80566e6c3108c4/,0,http,0,0,1,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0
doutorconsorcio.com.br,0,0,/folder3/Arch/Arch/Archive/,0,http,0,0,2,1,0,1,0,1,0,0,1,3,0,0,0,0,0,0,0,0
vuongquocsen.com,0,0,/index.html.php,0,http,0,2,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
www.sping-doo.si,0,0,/Site_Seguro/www/Santander.com/br/Cliente=ID=/,1,http,0,2,2,1,0,1,0,1,0,0,2,3,0,0,0,0,0,0,0,1
safety-check-278836.esy.es,0,0,/index.html,1,http,0,2,0,1,1,1,0,1,1,0,1,2,0,0,0,0.25,0,0,0,0
qzsclothing.com,0,0,/mailbox/Yah/T/Y1.html,0,http,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
recover-acct88000.esy.es,0,0,/index.html,1,http,0,2,0,1,1,1,0,1,1,0,1,2,0,0,0,0.25,0,0,0,0
last-warning-fb113.esy.es,0,0,/recovery-chekpoint-login.html,1,http,0,2,2,1,1,1,0,1,1,0,1,2,0,0,0,0.15,0,1,0,0
lexavierpartners.com,0,0,/lex/info/,0,http,0,0,0,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0
mobile-free.kofoed-fr.com,0,0,/Compte/93843687342927348376/8325682376834768237648/92029/d6b56/moncompte/,1,http,0,0,1,1,1,1,0,1,1,0,1,3,0,0,0,0,0,0,0,0
primelog.amzweb.com.br,1,0,/image/flags/sss/alibaba/index.php,0,http,0,1,1,1,0,1,0,1,1,0,1,3,0,0,0,0,0,0,0,0
phpmatrimonialscript.in,0,0,/wp-includes/SimplePie/css/BOA/card.php,0,http,0,0,2,1,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0
atualizar-cadastro.com,0,0,/-bb/,1,https,0,0,0,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0
mobile-free.kofoed-fr.com,0,0,/Compte/93843687342927348376/8325682376834768237648/95993/65569/moncompte/,1,http,0,0,1,1,1,1,0,1,1,0,1,3,0,0,0,0,0,0,0,0
dentalimplantformula.com,0,0,/nichepatients.com/,0,http,0,0,0,2,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0
mobile-free.kofoed-fr.com,0,0,/Compte/93843687342927348376/8325682376834768237648/92029/da9cc/moncompte/,1,http,0,0,1,1,1,1,0,1,1,0,1,3,0,0,0,0,0,0,0,0
fgtsconsultainativos.com,0,0,/inter/web/,0,http,0,0,0,0,1,1,0,1,1,0,1,3,0,0,0,0,0,1,0,0
saldofgtsgov.com,0,0,/caixa.gov.br/pages/inter/index.php,0,http,0,1,2,0,0,1,0,1,1,0,1,2,0,0,0,0,0,1,0,0
promocaorecar.ga,0,0,/zn/info.php,0,http,0,0,0,1,0,1,0,1,1,0,1,2,0,0,0,0,0,0,0,1
mobilier-lemnmasiv.ro,0,0,/wp-content/plugins/giga-slider/lang/alibaba.com/Login.htm,1,http,0,2,1,1,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0
igforweddingpros.com,0,0,/hhhhhhh/driveup/63f2b3c183ef56ec7a14e79141d6df0c/login.php,0,http,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
www.fahwonmai.tv,0,0,/sites/all/databases/index.php,0,http,0,2,0,2,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0
owaispsecuredesk2017.myfreesites.net,0,0,/,0,http,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0.12,0,0,0,0
forfindquality.com,0,0,/Core/Foundation/Exception/li.php,0,http,0,0,2,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
loadingspeacceasy.atwebpages.com,0,0,/update-payment.php,0,http,0,2,2,2,0,2,0,1,0,0,1,3,0,0,0,0,0,0,0,0
virgilecatherine.fr,0,0,/oral/css/login.php,0,http,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
www.supporto-informatici.info,0,0,/cartasi_1.php,1,http,0,2,0,1,0,1,0,1,1,0,1,3,0,0,0,0,0,0,0,0
www.antiquehostel.ro,0,0,/logs/sxxs/0e92aeba37fa2bcc59a7999f36df2f6d/verification/verification.php,0,http,0,2,1,1,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0
www.desertsportswear.com,0,0,/bankofamerica.com/f2ad24ed2c72565d5df52a7bfa652351/,0,http,0,2,1,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0
www.pursorder.esy.es,0,0,/purchase/req.php,0,http,0,1,0,1,1,1,0,1,1,0,1,3,0,0,0,0,0,0,0,0
supporto-informatici.info,0,0,/cartasi_2.php,1,http,0,0,0,1,0,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0
www.mir-holoda.by,0,0,/price.files/adobeCom/inc/index.php,1,http,0,1,2,1,0,1,0,1,0,0,2,3,0,0,0,0,0,0,0,0
newsvanguard.in,0,0,/secure/BOA/home/info.php,0,http,0,0,1,1,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0
newsvanguard.in,0,0,/secure/BOA/home/confirm.php,0,http,0,0,1,1,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0
newsvanguard.in,0,0,/secure/BOA/home/info.php,0,http,0,0,1,1,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0
newsvanguard.in,0,0,/secure/BOA/home/confirm.php,0,https,0,0,1,1,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0
saferpdf.000webhostapp.com,0,0,/adobe.html,0,http,0,2,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0
guard.trustlawsuits.com,0,0,/fresh.php,0,http,0,2,0,0,0,1,0,1,1,0,1,3,0,0,0,0,0,0,0,0
supremehosting.co.nz,0,0,/client/ioncube/Update/paypal/login.php,0,https,0,2,1,1,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0
backup.din-14675.de,0,0,/tmp/s.png/,1,http,0,2,2,1,0,1,0,1,0,0,2,3,0,0,0,0.08,0,0,0,0
sandiegovendingmachine.com,0,0,/wp-admin/cs/domain/Login.php,0,http,0,0,2,2,0,2,0,1,0,0,1,3,0,0,0,0,0,0,0,0
emailbradesco.esy.es,0,0,/mail/mobile/app/thmpv.php,0,http,0,2,2,1,1,1,0,1,1,0,1,2,0,0,0,0,0,1,0,0
www.fontedevidaeterna.org.br,0,0,/confirminfochaseonline.com/chase/5915a83c5ca352d1a60f39bf8aacaff2/email.php,0,http,0,1,1,1,0,1,0,1,0,0,2,3,0,0,0,0,0,0,0,0
sivasosb.org.tr,1,0,/joomla1.txt,0,http,0,1,2,1,1,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0
cabinetelendil.be,0,0,/hil/office/,0,http,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
universityrankings.com.au,0,0,/css/OWA(1).HTML,0,https,0,2,0,1,0,1,0,1,0,0,2,3,0,0,0,0,0,0,0,0
snfp.ro,0,0,/wp-content/plugins/moc.htm,0,http,0,0,0,1,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0
bit.ly,0,0,/2p6nYKl,0,http,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
srixlex.com,0,0,/server/squar/KE11Y,0,https,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
constructions.pancakeapps.com,0,0,,0,http,0,0,0,0,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0
poggisub.it,0,0,/modules/Dropbox/Dropbox/Dropbox/1f539c7b586499970ef4ac3c9f72f596/,0,http,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
bisnis101.com,0,0,/share/view/adobe/user/login/index.htm,0,http,0,0,2,2,0,2,0,1,1,0,1,1,0,0,0,0.13,0,0,0,0
elicos.com,0,0,/cha/Chase0ChaseChasechase-Online/wwwhttpsChase-Chase0ChaseOnline/wwwChaseOnlinebankingcom-account0notifications0CentreUSA/index.php,0,https,0,0,1,2,0,2,1,1,0,0,2,1,0,0,0,0,0,0,0,0
banorte-rs.com,0,0,/JKKUIGH/HJ6GHKH/HGJ65/FGG5J/NG43/N5DF/NB4F/NH54/HN4/N5GG/H44H/N66G/J55G/,1,http,0,0,1,1,0,1,0,1,1,0,1,2,0,0,0,0,0,1,0,0
bright-wedding.com.ua,0,0,/wp-content/uploads/2017/05/.a/,1,http,0,2,2,1,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0
www.siclogistics.com,0,0,/hb.htm,0,http,0,2,0,0,0,1,0,1,0,0,2,2,0,0,0,0,0,1,0,0
www.meu-fgtscaixa.com,0,0,/2017/pages/inter/index.php,1,http,0,2,2,0,0,1,0,1,1,0,1,3,0,0,0,0,0,1,0,0
www.pellicole-adesive.com,0,0,/logs/public/,1,https,0,0,0,2,0,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0
www.formget.com,0,0,/app/forms/view/RQcc-246023,0,http,0,0,0,0,0,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0
www.sping-doo.si,0,0,/http/www/Santander.com.br/br/Cliente_ID=/,1,http,0,1,2,1,0,1,1,1,0,0,2,3,0,0,0,0,0,0,0,1
page.app15.in,0,0,/themeset1_2015-08-07-11-24-38/app/y/index.htm,0,http,0,2,2,1,0,1,0,1,0,0,1,2,0,0,0,0.13,0,0,0,0
paypal1.uk-ppl202.com,0,0,/sd/,1,http,0,0,0,1,1,1,0,1,1,0,1,3,0,0,0,0.1,0,1,0,0
tinyurl.com,0,0,/l6as4o2,0,https,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
www.maszx.org,1,0,/template/default/portal/roox/index.php,0,https,0,1,1,1,0,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0
segurom3.beget.tech,0,0,/atendimentoseguro/,0,http,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0.07,0,0,0,0
belgiumimagyarok.be,0,0,/wp/log.htm,0,http,0,0,0,1,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0
faridhosiery.com,0,0,/aol.net/www.aol.com/index.htm,0,http,0,1,0,2,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0
herballineteam.eu,0,0,/components/com_content/views/article/tmpl/Suntrust1/Suntrust/Suntrust/Suntrust/Suntrust/Suntrust/SunTrust -Online Banking.htm,0,https,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
mashtaresort.com,0,0,/mail.htm,0,http,0,0,2,2,0,2,0,1,0,1,2,1,0,0,0,0,0,0,0,0
pixelnam.net,0,0,/skonsko/BDBBB4/BDBBB/BDBBB/dpbx/index.php,0,http,0,0,2,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
www.unitedkingdomimmigrationservices.org,0,0,/jj_jp/e3dc325482ee637ca0bda89a9370b486/,0,http,0,0,1,0,0,1,0,1,1,0,1,3,0,0,0,0,0,0,0,0
grannyflat-s.com.au,1,0,/army/domainz/domainz/review/,1,http,0,2,1,1,0,1,0,1,1,0,1,3,0,0,0,0,0,0,0,0
ip-160-153-224-253.ip.secureserver.net,0,0,/,1,http,0,2,0,0,0,0,0,1,0,0,0,4,0,0,0,0.21,0,0,0,0
inativasfgtsativas.site,0,0,/tnt/caixa.gov.br/pages/inter/envio1.php,0,http,0,1,2,1,1,1,0,1,1,0,1,2,0,0,0,0,0,1,0,0
piewerks.com,0,0,/chinex/ogs/draft/mail.htm,0,http,0,0,1,2,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0
www.facebooknotsz.gq,0,0,/f4/123456.mob,0,http,0,2,0,1,1,1,0,1,1,0,1,2,0,0,0,0,0,1,0,1
www.facebooknotsz.gq,0,0,/f4/,0,http,0,0,0,1,1,1,0,1,1,0,1,2,0,0,0,0,0,1,0,1
savagtolldoc.us,0,0,/done/index.html,0,http,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
sivasosb.org.tr,0,0,/webvc/index.php,0,http,0,2,1,1,1,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0
simer.com.tr,0,0,/tescoonlineupdate.secures/,0,http,0,2,0,1,1,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0
www.antiquehostel.ro,0,0,/logs/sxxs/dda6e20944a66809a09f4c577a882cac/verification/verification.php,0,http,0,2,1,1,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0
www.carolyneslick.com,0,0,/chase/Chase_Online.html,0,http,0,2,0,1,1,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0
piewerks.com,0,0,/chinex/ogs/draft/,0,http,0,0,0,2,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0
robashburn.com,0,0,/gg/ayo1/,0,http,0,0,0,2,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0
www.faridhosiery.com,0,0,/new/yahoo/login_verify2&amp;.src=ym/mail.html,0,http,0,1,2,2,0,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0
www.snaphelp.byethost18.com,0,0,,0,http,0,2,0,0,0,1,0,1,0,0,2,3,0,0,0,0,0,0,0,0
www.prize.life,0,0,/libraries/joomla/cp.php,0,http,0,2,0,1,1,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0
camillascake.it,0,0,//images/bannerss/.default/.express/.manage/.impress/.service/,0,http,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
librievini.it,0,0,/casfhgkjfhgkjdfhuigiyuyuruejfhjhgfjdhkj,0,http,0,0,2,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
offerup.com------------------login-confirm-account.aggly.com,0,0,/Login%20-%20OfferUp.htm,1,http,0,1,1,0,0,1,0,1,0,0,1,3,0,0,0,0,0,1,0,0
onlin-info-alert-sys-01.esy.es,0,0,/us/Home/62i83dr26j,1,http,0,0,2,1,1,1,0,1,1,0,1,3,0,0,0,0.08,0,0,0,0
carolyneslick.com,0,0,/chase/Chase_Online.html,0,http,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
email.premiumx.my,0,0,/edr/GD/PI/,0,http,0,0,0,1,1,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0
seguranca-santa-mobile.000webhostapp.com,0,0,/app/dados.php,1,http,0,2,2,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0
sarmawola.pl,0,0,/signin/,0,http,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
bit.ly,0,0,/2pD2nLt,0,http,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
makingdigital.com.br,0,0,/wp-includes/CentralClientes/index1.php,0,http,0,2,2,1,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0
cliente01.novoportalb-b.com.br,0,0,/,1,http,0,1,2,1,0,1,0,1,1,0,1,3,0,0,0,0.06,0,0,0,0
carolyneslick.com,0,0,/yah/Yah/T/Y1.html,0,http,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
faridhosiery.com,0,0,/new/yahoo/login_verify2&amp;.src=ym/mail.html,0,http,0,2,2,2,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0
